SEXP SEX,AGE,STATE,"PERSONS LIVING IN IMPROVISED DWELLINGS, TENTS, OR SLEEPING OUT",PERSONS IN SUPPORTED ACCOMMODATION FOR THE HOMELESS,PERSONS STAYING TEMPORARILY WITH OTHER HOUSEHOLDS,PERSONS LIVING IN BOARDING HOUSES,PERSONS IN OTHER TEMPORARY LODGINGS,PERSONS LIVING IN 'SEVERELY' CROWDED DWELLINGS,PERSONS LIVING IN OTHER CROWDED DWELLINGS,PERSONS IN OTHER IMPROVISED DWELLINGS,PERSONS WHO ARE MARGINALLY HOUSED IN CARAVAN PARKS,NOT APPLICABLE,TOTAL,CENSUS_YEAR
Female,20-24 years,Western Australia,25.0,59.0,98.0,21.0,0.0,242.0,402.0,20.0,20.0,76706.0,77594.0,2016
Female,20-24 years,Tasmania,0.0,33.0,15.0,4.0,0.0,30.0,33.0,0.0,0.0,14393.0,14518.0,2016
Female,20-24 years,Northern Territory,46.0,13.0,17.0,15.0,0.0,619.0,245.0,12.0,0.0,7027.0,8000.0,2016
Female,20-24 years,Australian Capital Territory,0.0,33.0,16.0,8.0,0.0,32.0,49.0,0.0,0.0,15402.0,15545.0,2016
Female,20-24 years,Other Territories,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,84.0,82.0,2016
Female,25-29 years,New South Wales,88.0,199.0,289.0,289.0,5.0,1144.0,2129.0,51.0,53.0,262537.0,266794.0,2016
Female,25-29 years,Victoria,27.0,360.0,199.0,231.0,6.0,511.0,1194.0,10.0,33.0,220528.0,223098.0,2016
Female,25-29 years,Queensland,58.0,140.0,212.0,127.0,14.0,452.0,675.0,40.0,62.0,161261.0,163041.0,2016
Female,25-29 years,South Australia,10.0,45.0,59.0,26.0,0.0,105.0,172.0,5.0,5.0,53134.0,53574.0,2016
Female,25-29 years,Western Australia,38.0,33.0,108.0,30.0,3.0,281.0,345.0,22.0,28.0,90996.0,91874.0,2016
Female,25-29 years,Tasmania,0.0,17.0,23.0,10.0,0.0,17.0,34.0,3.0,3.0,14565.0,14672.0,2016
Female,25-29 years,Northern Territory,36.0,19.0,13.0,27.0,0.0,560.0,249.0,7.0,5.0,10013.0,10941.0,2016
Female,25-29 years,Australian Capital Territory,0.0,36.0,12.0,0.0,0.0,23.0,44.0,0.0,4.0,16301.0,16419.0,2016
Female,25-29 years,Other Territories,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,107.0,110.0,2016
Female,30-34 years,New South Wales,82.0,206.0,188.0,206.0,11.0,659.0,1249.0,41.0,54.0,271506.0,274196.0,2016
Female,30-34 years,Victoria,45.0,371.0,115.0,133.0,9.0,281.0,716.0,10.0,20.0,226006.0,227702.0,2016
Female,30-34 years,Queensland,48.0,137.0,147.0,100.0,10.0,254.0,417.0,36.0,55.0,165714.0,166926.0,2016
Female,30-34 years,South Australia,6.0,53.0,50.0,19.0,0.0,76.0,110.0,16.0,7.0,55431.0,55766.0,2016
Female,30-34 years,Western Australia,51.0,30.0,63.0,27.0,5.0,170.0,194.0,16.0,16.0,95652.0,96208.0,2016
Female,30-34 years,Tasmania,3.0,23.0,12.0,0.0,0.0,9.0,14.0,8.0,0.0,15034.0,15105.0,2016
Female,30-34 years,Northern Territory,45.0,28.0,20.0,20.0,0.0,470.0,206.0,10.0,3.0,10031.0,10826.0,2016
Female,30-34 years,Australian Capital Territory,0.0,30.0,13.0,0.0,0.0,27.0,37.0,0.0,3.0,17037.0,17145.0,2016
Female,30-34 years,Other Territories,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,154.0,151.0,2016
Female,35-39 years,New South Wales,77.0,216.0,136.0,112.0,16.0,418.0,857.0,55.0,45.0,250310.0,252242.0,2016
Female,35-39 years,Victoria,40.0,319.0,93.0,88.0,5.0,200.0,450.0,14.0,43.0,202298.0,203560.0,2016
Female,35-39 years,Queensland,53.0,133.0,112.0,89.0,7.0,170.0,287.0,46.0,64.0,155583.0,156539.0,2016
Female,35-39 years,South Australia,9.0,54.0,33.0,11.0,0.0,48.0,92.0,8.0,10.0,51225.0,51485.0,2016
Female,35-39 years,Western Australia,32.0,41.0,56.0,25.0,0.0,90.0,168.0,28.0,16.0,85245.0,85696.0,2016
Female,35-39 years,Tasmania,5.0,10.0,19.0,5.0,0.0,0.0,28.0,6.0,0.0,14651.0,14724.0,2016
Female,35-39 years,Northern Territory,51.0,26.0,15.0,10.0,0.0,376.0,186.0,3.0,0.0,8319.0,8991.0,2016
Female,35-39 years,Australian Capital Territory,4.0,19.0,7.0,0.0,0.0,12.0,28.0,0.0,0.0,15089.0,15156.0,2016
Female,35-39 years,Other Territories,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,151.0,154.0,2016
Female,40-44 years,New South Wales,70.0,227.0,136.0,103.0,7.0,344.0,797.0,58.0,52.0,254459.0,256256.0,2016
Female,40-44 years,Victoria,39.0,259.0,75.0,86.0,8.0,182.0,452.0,11.0,41.0,204165.0,205321.0,2016
Female,40-44 years,Queensland,53.0,124.0,98.0,63.0,8.0,186.0,369.0,72.0,85.0,164629.0,165682.0,2016
Female,40-44 years,South Australia,15.0,38.0,33.0,12.0,0.0,54.0,99.0,7.0,7.0,53137.0,53400.0,2016
Female,40-44 years,Western Australia,51.0,31.0,52.0,23.0,0.0,89.0,142.0,28.0,14.0,85323.0,85749.0,2016
Female,40-44 years,Tasmania,0.0,8.0,15.0,0.0,0.0,11.0,19.0,7.0,4.0,16309.0,16378.0,2016
Female,40-44 years,Northern Territory,56.0,26.0,20.0,10.0,0.0,338.0,142.0,11.0,9.0,7714.0,8328.0,2016
Female,40-44 years,Australian Capital Territory,0.0,25.0,8.0,0.0,0.0,13.0,21.0,0.0,0.0,14212.0,14272.0,2016
Female,40-44 years,Other Territories,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,158.0,161.0,2016
Female,45-49 years,New South Wales,63.0,166.0,144.0,124.0,12.0,327.0,824.0,51.0,75.0,250897.0,252668.0,2016
Female,45-49 years,Victoria,41.0,216.0,71.0,81.0,0.0,174.0,452.0,11.0,52.0,205871.0,206966.0,2016
Female,45-49 years,Queensland,38.0,126.0,127.0,71.0,6.0,168.0,315.0,66.0,87.0,164927.0,165936.0,2016
Female,45-49 years,South Australia,27.0,37.0,33.0,20.0,0.0,65.0,101.0,8.0,17.0,56853.0,57150.0,2016
Female,45-49 years,Western Australia,47.0,24.0,39.0,30.0,0.0,76.0,148.0,34.0,23.0,85581.0,86002.0,2016
Female,45-49 years,Tasmania,8.0,17.0,14.0,5.0,0.0,4.0,20.0,5.0,0.0,17678.0,17749.0,2016
Female,45-49 years,Northern Territory,59.0,42.0,15.0,3.0,0.0,289.0,140.0,18.0,8.0,7717.0,8295.0,2016
Female,45-49 years,Australian Capital Territory,0.0,19.0,5.0,0.0,0.0,3.0,17.0,0.0,0.0,13307.0,13351.0,2016
Female,45-49 years,Other Territories,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,161.0,161.0,2016
Female,50-54 years,New South Wales,76.0,129.0,139.0,95.0,9.0,282.0,601.0,79.0,100.0,244794.0,246312.0,2016
Female,50-54 years,Victoria,17.0,173.0,68.0,86.0,0.0,152.0,370.0,15.0,52.0,192139.0,193076.0,2016
Female,50-54 years,Queensland,59.0,87.0,167.0,64.0,11.0,148.0,263.0,72.0,124.0,157655.0,158655.0,2016
Female,50-54 years,South Australia,4.0,25.0,42.0,13.0,3.0,28.0,77.0,3.0,11.0,56667.0,56882.0,2016
Female,50-54 years,Western Australia,29.0,16.0,56.0,15.0,3.0,78.0,99.0,26.0,32.0,80656.0,81008.0,2016
Female,50-54 years,Tasmania,4.0,7.0,19.0,5.0,0.0,4.0,5.0,3.0,3.0,18030.0,18087.0,2016
Female,50-54 years,Northern Territory,42.0,34.0,19.0,23.0,0.0,238.0,103.0,12.0,7.0,7318.0,7803.0,2016
Female,50-54 years,Australian Capital Territory,3.0,14.0,4.0,5.0,0.0,6.0,13.0,0.0,3.0,12506.0,12560.0,2016
Female,50-54 years,Other Territories,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,217.0,218.0,2016
Female,55-59 years,New South Wales,47.0,116.0,151.0,120.0,8.0,212.0,478.0,72.0,109.0,238684.0,240008.0,2016
Female,55-59 years,Victoria,24.0,119.0,83.0,65.0,0.0,86.0,256.0,21.0,50.0,181949.0,182657.0,2016
Female,55-59 years,Queensland,45.0,103.0,209.0,57.0,7.0,105.0,181.0,65.0,137.0,151062.0,151975.0,2016
Female,55-59 years,South Australia,3.0,26.0,37.0,14.0,0.0,22.0,47.0,13.0,12.0,56325.0,56503.0,2016
Female,55-59 years,Western Australia,28.0,19.0,69.0,27.0,0.0,48.0,75.0,26.0,32.0,75865.0,76183.0,2016
Female,55-59 years,Tasmania,0.0,8.0,15.0,3.0,4.0,0.0,5.0,3.0,0.0,18710.0,18759.0,2016
Female,55-59 years,Northern Territory,25.0,28.0,25.0,21.0,0.0,160.0,87.0,8.0,14.0,7061.0,7423.0,2016
Female,55-59 years,Australian Capital Territory,0.0,19.0,7.0,0.0,0.0,8.0,11.0,0.0,0.0,11445.0,11492.0,2016
Female,55-59 years,Other Territories,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,212.0,214.0,2016
Female,60-64 years,New South Wales,52.0,90.0,164.0,90.0,6.0,141.0,279.0,41.0,104.0,213266.0,214237.0,2016
Female,60-64 years,Victoria,25.0,76.0,59.0,44.0,3.0,67.0,174.0,8.0,63.0,161358.0,161879.0,2016
Female,60-64 years,Queensland,46.0,58.0,208.0,58.0,12.0,61.0,97.0,61.0,148.0,136932.0,137688.0,2016
Female,60-64 years,South Australia,5.0,11.0,21.0,18.0,4.0,9.0,29.0,5.0,13.0,51437.0,51564.0,2016
Female,60-64 years,Western Australia,15.0,10.0,64.0,19.0,0.0,32.0,48.0,35.0,54.0,67945.0,68218.0,2016
Female,60-64 years,Tasmania,0.0,9.0,14.0,3.0,0.0,0.0,10.0,4.0,6.0,16892.0,16940.0,2016
Female,60-64 years,Northern Territory,22.0,19.0,21.0,11.0,0.0,138.0,80.0,10.0,16.0,6216.0,6532.0,2016
Female,60-64 years,Australian Capital Territory,0.0,9.0,6.0,0.0,0.0,6.0,0.0,0.0,0.0,9780.0,9801.0,2016
Female,60-64 years,Other Territories,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,188.0,187.0,2016
Female,65-69 years,New South Wales,30.0,61.0,122.0,64.0,8.0,96.0,208.0,43.0,122.0,193639.0,194387.0,2016
Female,65-69 years,Victoria,10.0,69.0,66.0,35.0,3.0,42.0,81.0,13.0,67.0,145176.0,145567.0,2016
Female,65-69 years,Queensland,29.0,51.0,149.0,33.0,15.0,44.0,92.0,48.0,152.0,129285.0,129908.0,2016
Female,65-69 years,South Australia,8.0,12.0,24.0,3.0,0.0,17.0,23.0,8.0,12.0,48114.0,48204.0,2016
Female,65-69 years,Western Australia,12.0,5.0,47.0,12.0,3.0,31.0,43.0,16.0,50.0,59912.0,60123.0,2016
Female,65-69 years,Tasmania,6.0,4.0,13.0,0.0,0.0,4.0,7.0,6.0,0.0,15634.0,15671.0,2016
Female,65-69 years,Northern Territory,22.0,10.0,9.0,8.0,0.0,69.0,48.0,7.0,13.0,4804.0,4985.0,2016
Female,65-69 years,Australian Capital Territory,0.0,5.0,0.0,0.0,0.0,4.0,7.0,0.0,0.0,8737.0,8753.0,2016
Female,65-69 years,Other Territories,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,168.0,167.0,2016
Female,70-74 years,New South Wales,11.0,64.0,57.0,52.0,5.0,50.0,116.0,30.0,90.0,148871.0,149342.0,2016
Female,70-74 years,Victoria,3.0,39.0,29.0,36.0,6.0,26.0,79.0,4.0,47.0,108491.0,108768.0,2016
Female,70-74 years,Queensland,15.0,19.0,81.0,23.0,6.0,29.0,58.0,19.0,126.0,97362.0,97732.0,2016
Female,70-74 years,South Australia,0.0,3.0,10.0,5.0,0.0,7.0,7.0,3.0,10.0,36688.0,36751.0,2016
Female,70-74 years,Western Australia,13.0,6.0,12.0,7.0,0.0,24.0,14.0,13.0,38.0,42494.0,42624.0,2016
Female,70-74 years,Tasmania,0.0,3.0,9.0,0.0,0.0,7.0,0.0,0.0,4.0,11831.0,11850.0,2016
Female,70-74 years,Northern Territory,5.0,9.0,0.0,0.0,0.0,52.0,25.0,5.0,18.0,2898.0,3016.0,2016
Female,70-74 years,Australian Capital Territory,0.0,9.0,0.0,0.0,0.0,5.0,4.0,0.0,0.0,6178.0,6196.0,2016
Female,70-74 years,Other Territories,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,120.0,120.0,2016
Female,75-79 years,New South Wales,10.0,37.0,27.0,28.0,3.0,46.0,81.0,17.0,91.0,114399.0,114739.0,2016
Female,75-79 years,Victoria,0.0,36.0,8.0,24.0,0.0,28.0,46.0,3.0,26.0,85169.0,85335.0,2016
Female,75-79 years,Queensland,0.0,11.0,38.0,9.0,6.0,21.0,31.0,17.0,70.0,68928.0,69136.0,2016
Female,75-79 years,South Australia,0.0,4.0,3.0,6.0,0.0,0.0,6.0,4.0,8.0,28282.0,28317.0,2016
Female,75-79 years,Western Australia,6.0,3.0,6.0,0.0,0.0,4.0,14.0,3.0,24.0,32571.0,32634.0,2016
Female,75-79 years,Tasmania,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8842.0,8844.0,2016
Female,75-79 years,Northern Territory,3.0,0.0,5.0,0.0,0.0,30.0,5.0,0.0,0.0,1635.0,1676.0,2016
Female,75-79 years,Australian Capital Territory,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4462.0,4469.0,2016
Female,75-79 years,Other Territories,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70.0,70.0,2016
Female,80-84 years,New South Wales,3.0,39.0,14.0,18.0,0.0,33.0,71.0,9.0,60.0,86322.0,86571.0,2016
Female,80-84 years,Victoria,0.0,26.0,4.0,19.0,0.0,12.0,45.0,0.0,24.0,65856.0,65995.0,2016
Female,80-84 years,Queensland,0.0,6.0,11.0,3.0,0.0,7.0,20.0,4.0,40.0,47720.0,47820.0,2016
Female,80-84 years,South Australia,0.0,4.0,4.0,4.0,0.0,4.0,3.0,4.0,3.0,21648.0,21678.0,2016
Female,80-84 years,Western Australia,0.0,0.0,6.0,0.0,0.0,6.0,11.0,6.0,15.0,23780.0,23828.0,2016
Female,80-84 years,Tasmania,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,6453.0,6463.0,2016
Female,80-84 years,Northern Territory,4.0,0.0,0.0,0.0,0.0,20.0,6.0,0.0,0.0,849.0,881.0,2016
Female,80-84 years,Australian Capital Territory,0.0,7.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,3251.0,3254.0,2016
Female,80-84 years,Other Territories,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.0,37.0,2016
Female,85-89 years,New South Wales,4.0,15.0,13.0,6.0,0.0,32.0,55.0,4.0,29.0,63541.0,63700.0,2016
Female,85-89 years,Victoria,3.0,10.0,5.0,15.0,0.0,11.0,17.0,0.0,6.0,48182.0,48245.0,2016
Female,85-89 years,Queensland,0.0,3.0,0.0,0.0,0.0,6.0,11.0,0.0,26.0,33538.0,33589.0,2016
Female,85-89 years,South Australia,0.0,3.0,3.0,0.0,0.0,0.0,6.0,0.0,0.0,16554.0,16572.0,2016
Female,85-89 years,Western Australia,0.0,7.0,0.0,0.0,0.0,0.0,5.0,0.0,6.0,16161.0,16177.0,2016
Female,85-89 years,Tasmania,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4460.0,4465.0,2016
Female,85-89 years,Northern Territory,0.0,0.0,0.0,0.0,0.0,11.0,3.0,0.0,0.0,436.0,455.0,2016
Female,85-89 years,Australian Capital Territory,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2237.0,2242.0,2016
Female,85-89 years,Other Territories,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,23.0,2016
Female,90-94 years,New South Wales,0.0,12.0,6.0,9.0,0.0,16.0,14.0,0.0,19.0,32361.0,32438.0,2016
Female,90-94 years,Victoria,0.0,5.0,0.0,8.0,0.0,5.0,9.0,0.0,4.0,24122.0,24152.0,2016
Female,90-94 years,Queensland,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,7.0,16382.0,16395.0,2016
Female,90-94 years,South Australia,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,8863.0,8871.0,2016
Female,90-94 years,Western Australia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8017.0,8024.0,2016
Female,90-94 years,Tasmania,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2276.0,2277.0,2016
Female,90-94 years,Northern Territory,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,161.0,162.0,2016
Female,90-94 years,Australian Capital Territory,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1247.0,1244.0,2016
Female,90-94 years,Other Territories,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,9.0,2016
Female,95-99 years,New South Wales,0.0,4.0,0.0,0.0,0.0,9.0,3.0,0.0,6.0,8533.0,8554.0,2016
Female,95-99 years,Victoria,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,6391.0,6406.0,2016
Female,95-99 years,Queensland,0.0,0.0,0.0,0.0,0.0,3.0,0.0,5.0,0.0,4315.0,4329.0,2016
Female,95-99 years,South Australia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2320.0,2320.0,2016
Female,95-99 years,Western Australia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2205.0,2213.0,2016
Female,95-99 years,Tasmania,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,533.0,536.0,2016
Female,95-99 years,Northern Territory,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,35.0,2016
Female,95-99 years,Australian Capital Territory,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,284.0,284.0,2016
Female,95-99 years,Other Territories,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,2016
Female,100 years and over,New South Wales,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,830.0,830.0,2016
Female,100 years and over,Victoria,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,894.0,893.0,2016
Female,100 years and over,Queensland,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,542.0,542.0,2016
Female,100 years and over,South Australia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,256.0,262.0,2016
Female,100 years and over,Western Australia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,167.0,167.0,2016
Female,100 years and over,Tasmania,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51.0,51.0,2016
Female,100 years and over,Northern Territory,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2016
Female,100 years and over,Australian Capital Territory,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.0,38.0,2016
Female,100 years and over,Other Territories,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2016
Female,Total,New South Wales,755.0,2978.0,2188.0,1720.0,99.0,7271.0,15219.0,766.0,1168.0,3755344.0,3787505.0,2016
Female,Total,Victoria,343.0,3778.0,1290.0,1322.0,54.0,3660.0,9002.0,191.0,601.0,2973316.0,2993555.0,2016
Female,Total,Queensland,599.0,1624.0,2058.0,954.0,114.0,3681.0,6183.0,739.0,1352.0,2396850.0,2414161.0,2016
Female,Total,South Australia,120.0,720.0,487.0,197.0,16.0,958.0,1764.0,113.0,138.0,838531.0,843046.0,2016
Female,Total,Western Australia,387.0,441.0,778.0,245.0,30.0,1892.0,2765.0,338.0,421.0,1231765.0,1239064.0,2016
Female,Total,Tasmania,36.0,254.0,216.0,26.0,14.0,140.0,328.0,54.0,48.0,254855.0,255963.0,2016
Female,Total,Northern Territory,505.0,322.0,207.0,185.0,4.0,5691.0,2573.0,116.0,105.0,109514.0,119235.0,2016
Female,Total,Australian Capital Territory,15.0,316.0,114.0,14.0,0.0,172.0,328.0,0.0,11.0,199373.0,200340.0,2016
Female,Total,Other Territories,4.0,0.0,0.0,0.0,0.0,13.0,15.0,0.0,0.0,2350.0,2377.0,2016
