STATE,MRERD MORTGAGE REPAYMENTS (MONTHLY) RANGES,NEGATIVE INCOME,NIL INCOME,"$1-$149 ($1-$7,799)","$150-$299 ($7,800-$15,599)","$300-$399 ($15,600-$20,799)","$400-$499 ($20,800-$25,999)","$500-$649 ($26,000-$33,799)","$650-$799 ($33,800-$41,599)","$800-$999 ($41,600-$51,999)","$1,000-$1,249 ($52,000-$64,999)","$1,250-$1,499 ($65,000-$77,999)","$1,500-$1,749 ($78,000-$90,999)","$1,750-$1,999 ($91,000-$103,999)","$2,000-$2,499 ($104,000-$129,999)","$2,500-$2,999 ($130,000-$155,999)","$3,000-$3,499 ($156,000-$181,999)","$3,500-$3,999 ($182,000-$207,999)","$4,000-$4,499 ($208,000-$233,999)","$4,500-$4,999 ($234,000-$259,999)","$5,000-$5,999 ($260,000-$311,999)","$6,000-$7,999 ($312,000-$415,999)","$8,000 OR MORE ($416,000 OR MORE)",PARTIAL INCOME STATED,ALL INCOMES NOT STATED,NOT APPLICABLE,TOTAL,CENSUS_YEAR
New South Wales,Nil repayments,562.0,1787.0,665.0,1073.0,975.0,2559.0,2059.0,3948.0,3751.0,4735.0,4974.0,3675.0,4104.0,8223.0,6035.0,4610.0,4108.0,2767.0,2890.0,3266.0,3241.0,714.0,7421.0,748.0,68.0,78966.0,2016
New South Wales,$1-$149,36.0,120.0,112.0,207.0,122.0,469.0,403.0,829.0,851.0,1193.0,1210.0,1086.0,1088.0,2255.0,1723.0,1279.0,1049.0,779.0,788.0,754.0,637.0,125.0,1660.0,85.0,0.0,18876.0,2016
New South Wales,$150-$299,38.0,145.0,91.0,286.0,326.0,959.0,670.0,1418.0,1225.0,1613.0,1458.0,1273.0,1196.0,2175.0,1666.0,1276.0,955.0,665.0,650.0,721.0,451.0,78.0,1559.0,115.0,0.0,21015.0,2016
New South Wales,$300-$449,63.0,269.0,237.0,606.0,576.0,1700.0,1375.0,2900.0,2704.0,3633.0,3461.0,2743.0,2671.0,4871.0,3402.0,2435.0,1899.0,1296.0,1058.0,1127.0,888.0,171.0,3475.0,217.0,15.0,43788.0,2016
New South Wales,$450-$599,47.0,180.0,147.0,346.0,448.0,1336.0,1227.0,2529.0,2618.0,3265.0,3245.0,2588.0,2368.0,4556.0,3192.0,2056.0,1741.0,1172.0,903.0,841.0,664.0,107.0,3419.0,188.0,9.0,39207.0,2016
New South Wales,$600-$799,81.0,291.0,228.0,649.0,700.0,1916.0,2227.0,4138.0,4722.0,5941.0,6161.0,5393.0,5077.0,8933.0,5632.0,3682.0,2663.0,1956.0,1491.0,1391.0,892.0,176.0,6049.0,330.0,41.0,70726.0,2016
New South Wales,$800-$999,111.0,488.0,342.0,831.0,921.0,2231.0,2826.0,4730.0,6402.0,9059.0,9550.0,8100.0,7801.0,13712.0,9275.0,6035.0,3891.0,2673.0,2149.0,1773.0,1364.0,264.0,8950.0,451.0,30.0,103955.0,2016
New South Wales,"$1,000-$1,199",93.0,582.0,354.0,918.0,737.0,1907.0,2968.0,5032.0,7295.0,11123.0,12115.0,10740.0,10714.0,19370.0,13304.0,8423.0,6235.0,4016.0,3330.0,3126.0,2377.0,473.0,11453.0,413.0,35.0,137149.0,2016
New South Wales,"$1,200-$1,399",176.0,583.0,367.0,782.0,874.0,1993.0,3175.0,5588.0,8415.0,13785.0,15684.0,14694.0,14351.0,26546.0,17745.0,10748.0,6777.0,4405.0,3434.0,3187.0,2177.0,266.0,14337.0,514.0,74.0,170691.0,2016
New South Wales,"$1,400-$1,599",104.0,529.0,292.0,687.0,544.0,1252.0,2549.0,4361.0,7027.0,11969.0,14504.0,14569.0,14857.0,28124.0,18454.0,11897.0,7874.0,4583.0,4024.0,3320.0,2196.0,327.0,13226.0,465.0,69.0,167801.0,2016
New South Wales,"$1,600-$1,799",142.0,632.0,335.0,667.0,565.0,1349.0,2385.0,4459.0,7765.0,12830.0,16778.0,17511.0,18647.0,35901.0,24930.0,15083.0,9432.0,5400.0,4395.0,3679.0,2378.0,315.0,15682.0,503.0,108.0,201882.0,2016
New South Wales,"$1,800-$1,999",71.0,468.0,234.0,395.0,340.0,838.0,1352.0,2526.0,4240.0,8065.0,10706.0,12467.0,13502.0,28506.0,20441.0,12269.0,8017.0,4620.0,3505.0,3081.0,1711.0,213.0,11018.0,401.0,70.0,149072.0,2016
New South Wales,"$2,000-$2,199",212.0,1124.0,440.0,857.0,681.0,1507.0,2855.0,4552.0,7646.0,13451.0,18137.0,20565.0,22992.0,51407.0,39507.0,27048.0,19455.0,11733.0,10391.0,9202.0,6356.0,859.0,23979.0,704.0,108.0,295790.0,2016
New South Wales,"$2,200-$2,399",66.0,258.0,123.0,238.0,196.0,449.0,760.0,1414.0,2249.0,4534.0,6290.0,7910.0,9435.0,22656.0,18622.0,11736.0,8594.0,4871.0,4104.0,3471.0,2032.0,213.0,8489.0,246.0,24.0,118974.0,2016
New South Wales,"$2,400-$2,599",64.0,358.0,138.0,224.0,209.0,392.0,683.0,1060.0,1967.0,3381.0,4405.0,5146.0,6546.0,17966.0,15081.0,11306.0,8566.0,5550.0,5041.0,4413.0,3132.0,391.0,7382.0,186.0,27.0,103632.0,2016
New South Wales,"$2,600-$2,999",71.0,594.0,254.0,414.0,286.0,744.0,1279.0,2033.0,3741.0,6871.0,9754.0,11916.0,14717.0,39288.0,33647.0,26408.0,18100.0,11100.0,9739.0,8160.0,4899.0,589.0,16354.0,444.0,67.0,221480.0,2016
New South Wales,"$3,000-$3,999",127.0,1027.0,338.0,585.0,441.0,841.0,1462.0,2408.0,4176.0,7370.0,10395.0,12624.0,15636.0,45072.0,45629.0,40624.0,36694.0,24005.0,23734.0,22545.0,16265.0,1773.0,26382.0,670.0,144.0,340972.0,2016
New South Wales,"$4,000-$4,999",157.0,460.0,262.0,252.0,177.0,369.0,578.0,685.0,1183.0,2437.0,3302.0,3693.0,4981.0,13574.0,14441.0,15152.0,17233.0,12044.0,13937.0,14820.0,13651.0,1746.0,12420.0,311.0,78.0,147941.0,2016
New South Wales,$5000 and over,236.0,706.0,244.0,226.0,140.0,325.0,558.0,723.0,1081.0,1831.0,2242.0,2494.0,3298.0,8652.0,8997.0,9032.0,15197.0,10491.0,13559.0,17571.0,24741.0,3398.0,12420.0,271.0,84.0,138520.0,2016
New South Wales,Not stated,371.0,919.0,452.0,830.0,615.0,1563.0,1842.0,2942.0,3886.0,5602.0,6434.0,5952.0,6344.0,12204.0,9581.0,7001.0,5777.0,3916.0,3540.0,3531.0,3041.0,564.0,20894.0,12328.0,153.0,120284.0,2016
New South Wales,Not applicable,12172.0,59992.0,30060.0,72063.0,95252.0,228692.0,175264.0,327467.0,288477.0,354960.0,319528.0,247388.0,230615.0,417635.0,262653.0,174673.0,153713.0,88670.0,81798.0,85589.0,79371.0,16953.0,316163.0,104176.0,555010.0,4778322.0,2016
Victoria,Nil repayments,525.0,1954.0,722.0,1055.0,960.0,2166.0,1801.0,3398.0,3641.0,4720.0,4440.0,3782.0,3594.0,6730.0,4967.0,3488.0,3079.0,2121.0,1895.0,2071.0,2038.0,444.0,6066.0,765.0,29.0,66439.0,2016
Victoria,$1-$149,34.0,152.0,125.0,286.0,163.0,551.0,514.0,872.0,1004.0,1252.0,1290.0,1233.0,1202.0,2283.0,1651.0,1317.0,891.0,686.0,663.0,464.0,411.0,49.0,1435.0,79.0,0.0,18618.0,2016
Victoria,$150-$299,40.0,124.0,132.0,338.0,283.0,1003.0,847.0,1406.0,1517.0,1749.0,1712.0,1556.0,1330.0,2463.0,1750.0,1114.0,833.0,572.0,539.0,521.0,300.0,57.0,1955.0,160.0,11.0,22315.0,2016
Victoria,$300-$449,63.0,324.0,242.0,622.0,720.0,1924.0,1646.0,3073.0,3166.0,4266.0,3730.0,3286.0,3070.0,5245.0,3638.0,2326.0,1577.0,1047.0,911.0,794.0,529.0,64.0,3965.0,314.0,0.0,46544.0,2016
Victoria,$450-$599,45.0,202.0,138.0,525.0,577.0,1542.0,1474.0,2619.0,2885.0,3927.0,3774.0,3180.0,2777.0,5232.0,3784.0,2232.0,1460.0,1004.0,728.0,759.0,451.0,72.0,3618.0,219.0,20.0,43256.0,2016
Victoria,$600-$799,86.0,349.0,272.0,899.0,807.0,2235.0,2624.0,4506.0,5774.0,7413.0,7115.0,6202.0,5817.0,10055.0,6530.0,3695.0,2517.0,1555.0,1241.0,1020.0,625.0,66.0,6552.0,454.0,23.0,78421.0,2016
Victoria,$800-$999,68.0,477.0,362.0,975.0,909.0,2312.0,3320.0,5623.0,7547.0,10900.0,10691.0,9897.0,8785.0,15720.0,9869.0,5678.0,3793.0,2410.0,1797.0,1465.0,794.0,93.0,9647.0,577.0,18.0,113745.0,2016
Victoria,"$1,000-$1,199",157.0,751.0,499.0,1064.0,1024.0,2194.0,3984.0,5876.0,9332.0,13939.0,14754.0,13521.0,12747.0,22126.0,14901.0,8386.0,5699.0,3591.0,2953.0,2621.0,1554.0,267.0,12337.0,598.0,76.0,154962.0,2016
Victoria,"$1,200-$1,399",176.0,857.0,495.0,1087.0,951.0,2124.0,3745.0,6293.0,10383.0,16476.0,18448.0,17794.0,16954.0,29902.0,18858.0,10868.0,6396.0,4090.0,3082.0,2508.0,1485.0,166.0,15031.0,639.0,68.0,188871.0,2016
Victoria,"$1,400-$1,599",187.0,755.0,455.0,892.0,787.0,1734.0,2957.0,5042.0,9190.0,15225.0,18172.0,18248.0,18244.0,33079.0,20878.0,11921.0,7385.0,4245.0,3431.0,3134.0,1728.0,268.0,13557.0,600.0,30.0,192140.0,2016
Victoria,"$1,600-$1,799",132.0,700.0,452.0,794.0,711.0,1567.0,2730.0,4789.0,8536.0,14539.0,18877.0,19460.0,20442.0,38258.0,25394.0,13657.0,7990.0,4514.0,3385.0,2941.0,1570.0,220.0,14760.0,553.0,63.0,207039.0,2016
Victoria,"$1,800-$1,999",156.0,547.0,218.0,459.0,388.0,846.0,1713.0,2799.0,4650.0,8413.0,12180.0,13617.0,15085.0,30114.0,20299.0,11146.0,6900.0,3919.0,2927.0,2314.0,1248.0,125.0,9827.0,339.0,30.0,150234.0,2016
Victoria,"$2,000-$2,199",255.0,1001.0,510.0,827.0,748.0,1398.0,2388.0,3812.0,6967.0,12588.0,16574.0,18659.0,21232.0,47907.0,35108.0,22256.0,15577.0,9681.0,7690.0,6638.0,4285.0,584.0,18969.0,706.0,89.0,256438.0,2016
Victoria,"$2,200-$2,399",35.0,324.0,113.0,234.0,205.0,414.0,571.0,1016.0,1973.0,3450.0,5067.0,6489.0,7656.0,19374.0,15525.0,9772.0,6402.0,3624.0,3129.0,2253.0,1389.0,140.0,6151.0,219.0,49.0,95588.0,2016
Victoria,"$2,400-$2,599",86.0,407.0,150.0,241.0,154.0,375.0,564.0,836.0,1542.0,2633.0,3488.0,4421.0,5476.0,14603.0,12026.0,8922.0,6882.0,4249.0,3729.0,3616.0,2000.0,191.0,5675.0,223.0,24.0,82518.0,2016
Victoria,"$2,600-$2,999",95.0,465.0,185.0,275.0,216.0,405.0,824.0,1268.0,2333.0,4074.0,5991.0,7153.0,9154.0,24752.0,21878.0,15615.0,11492.0,6737.0,6165.0,5153.0,2936.0,365.0,10486.0,343.0,28.0,138393.0,2016
Victoria,"$3,000-$3,999",233.0,840.0,300.0,495.0,353.0,648.0,982.0,1539.0,2917.0,4674.0,6593.0,7349.0,9264.0,25327.0,24715.0,21934.0,20672.0,13215.0,13855.0,12989.0,9066.0,911.0,14682.0,464.0,68.0,194089.0,2016
Victoria,"$4,000-$4,999",126.0,414.0,147.0,217.0,167.0,280.0,404.0,542.0,1032.0,1739.0,1914.0,2603.0,3022.0,7520.0,7253.0,6943.0,8328.0,5697.0,6725.0,7220.0,6590.0,767.0,6573.0,225.0,42.0,76494.0,2016
Victoria,$5000 and over,187.0,709.0,233.0,298.0,201.0,348.0,528.0,700.0,934.0,1415.0,1898.0,1687.0,2010.0,5139.0,4721.0,4204.0,6923.0,5261.0,5978.0,7989.0,10706.0,1533.0,6402.0,133.0,41.0,70188.0,2016
Victoria,Not stated,454.0,1083.0,503.0,854.0,757.0,1538.0,1827.0,3071.0,4281.0,5901.0,6317.0,5743.0,5929.0,11453.0,8409.0,5188.0,4186.0,2755.0,2254.0,2242.0,1796.0,376.0,17962.0,13074.0,182.0,108139.0,2016
Victoria,Not applicable,10569.0,57911.0,27404.0,59668.0,71608.0,177751.0,137532.0,249336.0,227475.0,278827.0,248771.0,191465.0,176850.0,310284.0,191268.0,118967.0,98924.0,58498.0,51010.0,49459.0,44320.0,9225.0,234929.0,83726.0,402727.0,3568508.0,2016
Queensland,Nil repayments,440.0,923.0,390.0,624.0,601.0,1617.0,1191.0,2668.0,2082.0,2974.0,2653.0,2101.0,2298.0,4376.0,3270.0,2145.0,2108.0,1191.0,1261.0,1204.0,1207.0,289.0,3843.0,458.0,32.0,41959.0,2016
Queensland,$1-$149,19.0,101.0,90.0,112.0,92.0,413.0,317.0,727.0,582.0,717.0,762.0,739.0,759.0,1302.0,1050.0,712.0,491.0,412.0,308.0,407.0,192.0,55.0,819.0,64.0,0.0,11238.0,2016
Queensland,$150-$299,16.0,66.0,48.0,189.0,192.0,692.0,507.0,1194.0,944.0,1235.0,1111.0,918.0,926.0,1608.0,1053.0,775.0,526.0,391.0,268.0,214.0,198.0,29.0,1099.0,97.0,4.0,14316.0,2016
Queensland,$300-$449,40.0,155.0,130.0,331.0,424.0,1365.0,992.0,2344.0,2042.0,2492.0,2427.0,1983.0,1970.0,3444.0,2506.0,1620.0,1093.0,810.0,549.0,588.0,265.0,43.0,2308.0,159.0,10.0,30090.0,2016
Queensland,$450-$599,34.0,124.0,127.0,293.0,283.0,989.0,874.0,1928.0,1937.0,2317.0,2190.0,1726.0,1853.0,3181.0,2310.0,1353.0,1076.0,606.0,476.0,525.0,277.0,37.0,2299.0,135.0,3.0,26955.0,2016
Queensland,$600-$799,65.0,172.0,169.0,513.0,453.0,1465.0,1468.0,3155.0,3443.0,4497.0,4604.0,4333.0,3789.0,6458.0,4630.0,2745.0,1765.0,1030.0,943.0,873.0,462.0,66.0,4186.0,225.0,12.0,51516.0,2016
Queensland,$800-$999,72.0,326.0,222.0,551.0,486.0,1548.0,1864.0,3588.0,4592.0,6566.0,6861.0,6123.0,6060.0,10758.0,6762.0,4273.0,2420.0,1653.0,1319.0,997.0,613.0,131.0,6094.0,292.0,35.0,74197.0,2016
Queensland,"$1,000-$1,199",119.0,412.0,274.0,602.0,514.0,1401.0,2069.0,3637.0,5460.0,8279.0,9382.0,8518.0,8305.0,14704.0,9875.0,6055.0,3961.0,2325.0,2003.0,1617.0,938.0,199.0,8402.0,330.0,66.0,99462.0,2016
Queensland,"$1,200-$1,399",126.0,470.0,274.0,627.0,576.0,1308.0,2182.0,4073.0,6439.0,10754.0,12902.0,11849.0,11862.0,22042.0,13823.0,8106.0,4916.0,2948.0,2315.0,1804.0,939.0,144.0,10980.0,405.0,44.0,131897.0,2016
Queensland,"$1,400-$1,599",89.0,396.0,256.0,500.0,412.0,989.0,1606.0,3063.0,5217.0,9488.0,12289.0,12469.0,12722.0,23934.0,15710.0,9243.0,5757.0,3058.0,2338.0,1945.0,1077.0,174.0,10996.0,328.0,64.0,134121.0,2016
Queensland,"$1,600-$1,799",106.0,444.0,261.0,448.0,386.0,1007.0,1647.0,2838.0,5135.0,9282.0,13441.0,14954.0,15656.0,31871.0,21493.0,12726.0,7360.0,4167.0,2971.0,2596.0,1114.0,189.0,13347.0,430.0,56.0,163922.0,2016
Queensland,"$1,800-$1,999",77.0,347.0,150.0,294.0,215.0,524.0,814.0,1649.0,2746.0,5821.0,8640.0,10580.0,11976.0,25783.0,18064.0,11154.0,6317.0,3401.0,2540.0,1975.0,955.0,61.0,9929.0,265.0,40.0,124329.0,2016
Queensland,"$2,000-$2,199",166.0,640.0,269.0,506.0,359.0,782.0,1347.0,2215.0,3634.0,7240.0,10856.0,13273.0,16398.0,37600.0,30238.0,19387.0,13062.0,7449.0,6083.0,5236.0,2705.0,333.0,17466.0,556.0,79.0,197880.0,2016
Queensland,"$2,200-$2,399",32.0,219.0,93.0,127.0,53.0,227.0,356.0,734.0,1216.0,2490.0,3986.0,5294.0,6632.0,18071.0,15172.0,10189.0,6735.0,3773.0,2770.0,2259.0,1085.0,126.0,7593.0,162.0,48.0,89445.0,2016
Queensland,"$2,400-$2,599",64.0,215.0,71.0,120.0,94.0,259.0,239.0,523.0,835.0,1541.0,2317.0,2695.0,3849.0,11191.0,10108.0,7589.0,5920.0,3387.0,3173.0,2717.0,1342.0,197.0,5556.0,139.0,31.0,64182.0,2016
Queensland,"$2,600-$2,999",102.0,381.0,126.0,195.0,146.0,335.0,549.0,871.0,1654.0,2976.0,4476.0,6112.0,8299.0,22529.0,22680.0,17525.0,12238.0,7126.0,6091.0,5063.0,2544.0,254.0,12606.0,342.0,42.0,135266.0,2016
Queensland,"$3,000-$3,999",152.0,462.0,226.0,225.0,208.0,357.0,540.0,891.0,1377.0,2702.0,3883.0,4729.0,6274.0,18277.0,19735.0,18352.0,16999.0,10653.0,10682.0,9951.0,6352.0,751.0,14213.0,342.0,57.0,148384.0,2016
Queensland,"$4,000-$4,999",82.0,217.0,90.0,103.0,62.0,125.0,208.0,276.0,420.0,709.0,1031.0,1093.0,1620.0,4760.0,4773.0,4690.0,5615.0,3767.0,4735.0,4709.0,3871.0,574.0,5005.0,89.0,35.0,48664.0,2016
Queensland,$5000 and over,113.0,222.0,99.0,109.0,45.0,167.0,185.0,201.0,349.0,588.0,703.0,836.0,892.0,2442.0,2394.0,2442.0,3667.0,2657.0,3245.0,3998.0,4988.0,917.0,3882.0,83.0,17.0,35239.0,2016
Queensland,Not stated,273.0,601.0,409.0,471.0,406.0,1120.0,1061.0,1894.0,2213.0,3481.0,3665.0,3911.0,3780.0,7815.0,5788.0,3843.0,2847.0,1754.0,1747.0,1431.0,983.0,210.0,11662.0,7766.0,121.0,69236.0,2016
Queensland,Not applicable,6775.0,30282.0,18268.0,42238.0,55850.0,148337.0,122976.0,230163.0,208938.0,256144.0,231983.0,172253.0,157039.0,262622.0,152400.0,90187.0,69228.0,38964.0,33701.0,31265.0,26699.0,6560.0,189094.0,67404.0,418918.0,3068295.0,2016
South Australia,Nil repayments,209.0,396.0,154.0,262.0,256.0,731.0,534.0,1129.0,1086.0,1239.0,1176.0,954.0,976.0,1793.0,1165.0,866.0,667.0,400.0,406.0,382.0,376.0,88.0,1435.0,146.0,16.0,16830.0,2016
South Australia,$1-$149,8.0,16.0,37.0,86.0,71.0,201.0,206.0,413.0,343.0,484.0,375.0,434.0,450.0,667.0,410.0,292.0,240.0,119.0,84.0,111.0,56.0,7.0,457.0,22.0,5.0,5611.0,2016
South Australia,$150-$299,13.0,37.0,48.0,130.0,142.0,483.0,314.0,772.0,547.0,656.0,608.0,506.0,483.0,723.0,622.0,391.0,214.0,130.0,64.0,54.0,39.0,5.0,597.0,37.0,0.0,7621.0,2016
South Australia,$300-$449,32.0,92.0,96.0,340.0,324.0,1041.0,683.0,1632.0,1364.0,1769.0,1459.0,1124.0,1114.0,2211.0,1390.0,817.0,565.0,287.0,178.0,208.0,83.0,47.0,1274.0,103.0,5.0,18236.0,2016
South Australia,$450-$599,26.0,70.0,70.0,255.0,285.0,746.0,668.0,1331.0,1324.0,1882.0,1642.0,1258.0,1193.0,1920.0,1296.0,667.0,438.0,241.0,215.0,153.0,119.0,20.0,1263.0,100.0,10.0,17202.0,2016
South Australia,$600-$799,48.0,144.0,128.0,413.0,376.0,1221.0,1348.0,2260.0,2722.0,3352.0,3257.0,2792.0,2574.0,4001.0,2708.0,1430.0,864.0,505.0,284.0,249.0,115.0,35.0,2527.0,161.0,6.0,33531.0,2016
South Australia,$800-$999,43.0,219.0,134.0,369.0,403.0,1034.0,1637.0,2563.0,3372.0,4798.0,4891.0,3987.0,3533.0,5950.0,3619.0,2119.0,1102.0,557.0,516.0,399.0,159.0,44.0,3794.0,215.0,4.0,45480.0,2016
South Australia,"$1,000-$1,199",46.0,157.0,137.0,423.0,373.0,930.0,1392.0,2518.0,3645.0,5722.0,5864.0,5263.0,4973.0,8514.0,5077.0,2778.0,1548.0,983.0,611.0,504.0,376.0,33.0,4467.0,203.0,20.0,56557.0,2016
South Australia,"$1,200-$1,399",41.0,201.0,176.0,383.0,325.0,813.0,1318.0,2419.0,4123.0,6395.0,7256.0,6915.0,6294.0,10984.0,6709.0,3701.0,1814.0,1004.0,784.0,613.0,241.0,35.0,5183.0,212.0,23.0,67965.0,2016
South Australia,"$1,400-$1,599",41.0,241.0,110.0,264.0,205.0,502.0,781.0,1614.0,2837.0,5099.0,6275.0,6848.0,6324.0,11353.0,6769.0,3916.0,1973.0,1040.0,889.0,738.0,302.0,53.0,4708.0,135.0,21.0,63042.0,2016
South Australia,"$1,600-$1,799",55.0,181.0,107.0,217.0,115.0,429.0,698.0,1228.0,2316.0,4279.0,5878.0,6385.0,6767.0,12969.0,8271.0,4364.0,2336.0,1190.0,885.0,609.0,359.0,48.0,4982.0,164.0,18.0,64861.0,2016
South Australia,"$1,800-$1,999",27.0,99.0,58.0,123.0,62.0,178.0,302.0,500.0,1186.0,2201.0,3302.0,3830.0,4435.0,9335.0,6537.0,3300.0,1760.0,922.0,842.0,595.0,284.0,33.0,3053.0,61.0,16.0,43045.0,2016
South Australia,"$2,000-$2,199",56.0,170.0,96.0,153.0,133.0,229.0,443.0,696.0,1272.0,2450.0,3426.0,4316.0,5100.0,11955.0,9389.0,5865.0,3192.0,1829.0,1642.0,1378.0,749.0,75.0,5079.0,145.0,11.0,59849.0,2016
South Australia,"$2,200-$2,399",12.0,57.0,29.0,45.0,14.0,63.0,137.0,148.0,330.0,686.0,1127.0,1446.0,1823.0,4811.0,4020.0,2750.0,1638.0,853.0,737.0,493.0,248.0,30.0,1792.0,39.0,8.0,23347.0,2016
South Australia,"$2,400-$2,599",9.0,52.0,32.0,32.0,31.0,72.0,73.0,117.0,250.0,374.0,636.0,714.0,1044.0,2651.0,2517.0,1752.0,1384.0,689.0,703.0,586.0,314.0,53.0,1314.0,11.0,0.0,15430.0,2016
South Australia,"$2,600-$2,999",22.0,65.0,58.0,64.0,79.0,97.0,213.0,240.0,496.0,838.0,1286.0,1539.0,2103.0,5740.0,5711.0,4307.0,2695.0,1428.0,1406.0,1142.0,498.0,70.0,2669.0,66.0,0.0,32817.0,2016
South Australia,"$3,000-$3,999",28.0,84.0,64.0,65.0,45.0,118.0,167.0,284.0,406.0,924.0,1251.0,1245.0,1788.0,4541.0,5035.0,4443.0,3747.0,2512.0,2433.0,2282.0,1181.0,181.0,3460.0,54.0,9.0,36350.0,2016
South Australia,"$4,000-$4,999",18.0,52.0,37.0,28.0,20.0,39.0,62.0,84.0,140.0,263.0,348.0,413.0,548.0,1268.0,1240.0,1325.0,1395.0,1024.0,994.0,1134.0,1055.0,102.0,1261.0,24.0,9.0,12866.0,2016
